1,2011,999.0
2,2011,999.0
3,2011,999.0
4,2011,999.0
5,2011,999.0
6,2011,999.0
7,2011,999.0
8,2011,999.0
9,2011,999.0
10,2011,999.0
11,2011,999.0
12,2011,999.0
1,2012,999.0
2,2012,999.0
3,2012,999.0
4,2012,999.0
5,2012,999.0
6,2012,999.0
7,2012,999.0
8,2012,999.0
9,2012,999.0
10,2012,999.0
11,2012,999.0
12,2012,999.0
1,2013,999.0
2,2013,999.0
3,2013,999.0
4,2013,999.0
5,2013,999.0
6,2013,999.0
7,2013,999.0
8,2013,999.0
9,2013,999.0
10,2013,999.0
11,2013,999.0
12,2013,999.0
1,2014,999.0
2,2014,999.0
3,2014,999.0
4,2014,999.0
5,2014,999.0
6,2014,999.0
7,2014,999.0
8,2014,999.0
9,2014,999.0
10,2014,999.0
11,2014,999.0
12,2014,999.0
1,2015,999.0
2,2015,999.0
3,2015,999.0
4,2015,999.0
5,2015,999.0
6,2015,999.0
7,2015,999.0
8,2015,999.0
9,2015,999.0
10,2015,999.0
11,2015,999.0
12,2015,999.0
1,2016,999.0
2,2016,999.0
3,2016,999.0
4,2016,999.0
5,2016,999.0
6,2016,999.0
7,2016,999.0
8,2016,999.0
9,2016,999.0
10,2016,999.0
11,2016,999.0
12,2016,999.0
