1,2011,3913
2,2011,3694
3,2011,4291
4,2011,4323
5,2011,4842
6,2011,4705
7,2011,4775
8,2011,4254
9,2011,4130
10,2011,4006
11,2011,4031
12,2011,3897
1,2012,4058
2,2012,4172
3,2012,4842
4,2012,4647
5,2012,5108
6,2012,4829
7,2012,5268
8,2012,5006
9,2012,4472
10,2012,4226
11,2012,3800
12,2012,4064
1,2013,4035
2,2013,3730
3,2013,4222
4,2013,4341
5,2013,4712
6,2013,4919
7,2013,4996
8,2013,4770
9,2013,4589
10,2013,4568
11,2013,4324
12,2013,4332
1,2014,4043
2,2014,3795
3,2014,4513
4,2014,4329
5,2014,5182
6,2014,4913
7,2014,4834
8,2014,5039
9,2014,4566
10,2014,4645
11,2014,4120
12,2014,3788
1,2015,3746
2,2015,3552
3,2015,4193
4,2015,4166
5,2015,4974
6,2015,4598
7,2015,4858
8,2015,4976
9,2015,4511
10,2015,4294
11,2015,4094
12,2015,4241
1,2016,3984
2,2016,3734
3,2016,4379
4,2016,4287
5,2016,4913
6,2016,4747
7,2016,4796
8,2016,4603
9,2016,4343
10,2016,4421
11,2016,4016
12,2016,3959
