1,2011,433
2,2011,445
3,2011,554
4,2011,446
5,2011,567
6,2011,491
7,2011,466
8,2011,450
9,2011,489
10,2011,518
11,2011,473
12,2011,489
1,2012,416
2,2012,457
3,2012,443
4,2012,540
5,2012,510
6,2012,453
7,2012,496
8,2012,490
9,2012,442
10,2012,447
11,2012,406
12,2012,470
1,2013,465
2,2013,464
3,2013,448
4,2013,516
5,2013,548
6,2013,512
7,2013,524
8,2013,555
9,2013,586
10,2013,517
11,2013,488
12,2013,464
1,2014,467
2,2014,370
3,2014,450
4,2014,488
5,2014,562
6,2014,506
7,2014,534
8,2014,489
9,2014,461
10,2014,496
11,2014,519
12,2014,496
1,2015,413
2,2015,400
3,2015,505
4,2015,451
5,2015,550
6,2015,600
7,2015,584
8,2015,606
9,2015,537
10,2015,600
11,2015,513
12,2015,518
1,2016,518
2,2016,528
3,2016,478
4,2016,498
5,2016,565
6,2016,631
7,2016,568
8,2016,565
9,2016,579
10,2016,590
11,2016,563
12,2016,475
